ID,emotion
602,0
603,3
604,0
605,3
606,4
607,0
608,4
609,6
610,4
611,0
612,5
613,3
614,4
615,5
616,6
617,0
618,6
619,4
620,0
621,3
622,4
623,6
624,3
625,3
626,3
627,4
628,2
629,6
630,3
631,6
632,3
633,0
634,4
635,5
636,0
637,5
638,0
639,0
640,0
641,5
642,4
643,3
644,6
645,3
646,2
647,3
648,5
649,5
650,3
651,2
652,4
653,3
654,3
655,4
656,2
657,3
658,4
659,6
660,5
661,4
662,3
663,3
664,3
665,3
666,5
667,6
668,2
669,4
670,0
671,6
672,6
673,6
674,0
675,6
676,6
677,6
678,0
679,4
680,6
681,0
682,2
683,5
684,3
685,5
686,6
687,6
688,3
689,6
690,3
691,3
692,5
693,4
694,0
695,3
696,3
697,2
698,3
699,6
700,0
701,2
702,3
703,2
704,4
705,5
706,4
707,3
708,0
709,3
710,3
711,1
712,2
713,2
714,3
715,5
716,3
717,4
718,4
719,3
720,6
721,0
722,3
723,3
724,0
725,4
726,0
727,0
728,2
729,6
730,3
731,3
732,4
733,6
734,5
735,6
736,3
737,6
738,6
739,4
740,3
741,6
742,6
743,2
744,3
745,3
746,2
747,0
748,3
749,5
750,3
751,4
752,3
753,0
754,4
755,6
756,0
757,0
758,0
759,3
760,4
761,6
762,0
763,0
764,3
765,6
766,3
767,3
768,0
769,6
770,4
771,3
772,5
773,4
774,2
775,6
776,5
777,3
778,4
779,6
780,5
781,3
782,6
783,6
784,4
785,0
786,6
787,3
788,6
789,6
790,6
791,3
792,3
793,3
794,4
795,0
796,3
797,6
798,5
799,0
800,5
801,3
802,0
803,3
804,4
805,5
806,3
807,5
808,4
809,4
810,4
811,3
812,2
813,4
814,2
815,0
816,4
817,6
818,3
819,4
820,2
821,4
822,5
823,2
824,0
825,5
826,6
827,5
828,4
829,5
830,4
831,0
832,5
833,2
834,4
835,5
836,0
837,3
838,4
839,0
840,0
841,6
842,4
843,5
844,0
845,6
846,0
847,3
848,4
849,2
850,5
851,6
852,4
853,4
854,6
855,0
856,2
857,4
858,3
859,6
860,5
861,4
862,5
863,1
864,6
865,4
866,0
867,1
868,0
869,3
870,3
871,3
872,3
873,0
874,5
875,6
876,4
877,6
878,5
879,3
880,0
881,3
882,3
883,6
884,6
885,5
886,4
887,0
888,0
889,4
890,5
891,3
892,5
893,3
894,4
895,2
896,6
897,2
898,3
899,4
900,6
901,6
902,3
903,3
904,6
905,5
906,3
907,3
908,5
909,4
910,5
911,2
912,4
913,6
914,0
915,4
916,6
917,4
918,6
919,2
920,4
921,6
922,1
923,3
924,3
925,4
926,2
927,2
928,6
929,6
930,0
931,2
932,0
933,5
934,4
935,4
936,4
937,3
938,5
939,3
940,3
941,3
942,6
943,6
944,3
945,0
946,4
947,0
948,4
949,3
950,3
951,5
952,2
953,4
954,2
955,0
956,4
957,4
958,3
959,6
960,5
961,2
962,5
963,0
964,3
965,3
966,0
967,0
968,5
969,3
970,3
971,3
972,3
973,6
974,0
975,6
976,4
977,0
978,0
979,6
980,6
981,2
982,5
983,5
984,6
985,2
986,4
987,3
988,3
989,3
990,3
991,5
992,4
993,2
994,6
995,4
996,4
997,4
998,0
999,3
1000,3
1001,2
1002,3
1003,6
1004,2
1005,4
1006,6
1007,4
1008,4
1009,2
1010,0
1011,0
1012,2
1013,6
1014,3
1015,4
1016,4
1017,0
1018,0
1019,3
1020,4
1021,6
1022,0
1023,6
1024,1
1025,4
1026,6
1027,6
1028,2
1029,4
1030,6
1031,6
1032,0
1033,3
1034,3
1035,2
1036,3
1037,3
1038,0
1039,5
1040,3
1041,5
1042,4
1043,3
1044,0
1045,0
1046,4
1047,3
1048,4
1049,4
1050,4
1051,3
1052,2
1053,4
1054,2
1055,5
1056,3
1057,4
1058,4
1059,3
1060,2
1061,3
1062,3
1063,3
1064,3
1065,6
1066,0
1067,3
1068,3
1069,0
1070,3
1071,4
1072,4
1073,0
1074,3
1075,0
1076,2
1077,1
1078,4
1079,6
1080,0
1081,3
1082,3
1083,5
1084,4
1085,0
1086,6
1087,3
1088,5
1089,5
1090,3
1091,0
1092,3
1093,3
1094,3
1095,2
1096,4
1097,6
1098,3
1099,0
1100,6
1101,6
1102,0
1103,3
1104,2
1105,6
1106,0
1107,0
1108,4
1109,0
1110,0
1111,4
1112,6
1113,5
1114,6
1115,5
1116,2
1117,6
1118,3
1119,0
1120,3
1121,5
1122,4
1123,3
1124,4
1125,5
1126,3
1127,4
1128,0
1129,3
1130,6
1131,6
1132,6
1133,6
1134,3
1135,6
1136,3
1137,5
1138,4
1139,3
1140,6
1141,5
1142,0
1143,2
1144,6
1145,6
1146,6
1147,1
1148,3
1149,6
1150,4
1151,6
1152,6
1153,6
1154,0
1155,5
1156,5
1157,3
1158,6
1159,3
1160,0
1161,4
1162,6
1163,4
1164,5
1165,0
1166,6
1167,1
1168,2
1169,6
1170,5
1171,2
1172,4
1173,3
1174,5
1175,3
1176,3
1177,6
1178,5
1179,2
1180,4
1181,3
1182,6
1183,6
1184,4
1185,6
1186,5
1187,3
1188,5
1189,4
1190,3
1191,4
1192,4
1193,0
1194,6
1195,3
1196,5
1197,3
1198,2
1199,3
1200,4
1201,5
1202,3
1203,4
1204,2
1205,6
1206,4
1207,3
1208,6
1209,3
1210,0
1211,3
1212,5
1213,6
1214,2
1215,2
1216,6
1217,4
1218,3
1219,5
1220,6
1221,4
1222,3
1223,5
1224,3
1225,0
1226,6
1227,4
1228,0
1229,6
1230,6
1231,6
1232,3
1233,0
1234,4
1235,6
1236,6
1237,3
1238,3
1239,0
1240,0
1241,3
1242,0
1243,0
1244,5
1245,6
1246,5
1247,5
1248,4
1249,2
1250,3
1251,3
1252,2
1253,3
1254,2
1255,0
1256,6
1257,3
1258,0
1259,3
1260,6
1261,6
1262,5
1263,0
1264,4
1265,4
1266,3
1267,3
1268,0
1269,0
1270,6
1271,3
1272,0
1273,3
1274,4
1275,6
1276,5
1277,4
1278,6
1279,3
1280,3
1281,2
1282,2
1283,3
1284,3
1285,3
1286,2
1287,3
1288,6
1289,5
1290,0
1291,6
1292,4
1293,4
1294,6
1295,3
1296,0
1297,5
1298,3
1299,6
1300,5
1301,2
1302,0
1303,3
1304,4
1305,2
1306,2
1307,3
1308,3
1309,6
1310,4
1311,3
1312,6
1313,3
1314,2
1315,6
1316,0
1317,4
1318,6
1319,4
1320,0
1321,2
1322,6
1323,3
1324,0
1325,3
1326,3
1327,4
1328,6
1329,5
1330,3
1331,6
1332,6
1333,6
1334,4
1335,2
1336,6
1337,4
1338,5
1339,0
1340,5
1341,3
1342,4
1343,6
1344,6
1345,4
1346,6
1347,6
1348,4
1349,3
1350,4
1351,0
1352,4
1353,2
1354,6
1355,6
1356,3
1357,3
1358,6
1359,5
1360,6
1361,4
1362,2
1363,5
1364,6
1365,5
1366,0
1367,4
1368,2
1369,2
1370,5
1371,1
1372,0
1373,5
1374,0
1375,3
1376,2
1377,0
1378,6
1379,5
1380,4
1381,3
1382,4
1383,3
1384,0
1385,2
1386,4
1387,3
1388,3
1389,3
1390,3
1391,3
1392,5
1393,3
1394,3
1395,6
1396,4
1397,6
1398,3
1399,3
1400,5
1401,6
1402,6
1403,3
1404,5
1405,0
1406,3
1407,4
1408,3
1409,6
1410,2
1411,3
1412,0
1413,4
1414,6
1415,4
1416,4
1417,6
1418,0
1419,3
1420,6
1421,2
1422,6
1423,3
1424,6
1425,5
1426,4
1427,3
1428,6
1429,2
1430,3
1431,2
1432,6
1433,0
1434,5
1435,4
1436,6
1437,2
1438,2
1439,3
1440,6
1441,0
1442,4
1443,2
1444,5
1445,3
1446,6
1447,3
1448,0
1449,6
1450,6
1451,6
1452,6
1453,6
1454,4
1455,4
1456,3
1457,6
1458,3
1459,0
1460,3
1461,1
1462,2
1463,0
1464,3
1465,2
1466,2
1467,3
1468,3
1469,5
1470,3
1471,4
1472,6
1473,4
1474,3
1475,4
1476,5
1477,3
1478,3
1479,3
1480,3
1481,6
1482,5
1483,2
1484,5
1485,3
1486,0
1487,6
1488,2
1489,0
1490,0
1491,6
1492,2
1493,3
1494,3
1495,6
1496,3
1497,0
1498,4
1499,2
1500,6
1501,5
1502,6
1503,4
1504,6
1505,2
1506,6
1507,6
1508,3
1509,3
1510,6
1511,4
1512,6
1513,3
1514,2
1515,0
1516,3
1517,5
1518,1
1519,0
1520,3
1521,0
1522,0
1523,6
1524,2
1525,6
1526,6
1527,2
1528,2
1529,2
1530,6
1531,5
1532,2
1533,3
1534,3
1535,5
1536,2
1537,3
1538,6
1539,4
1540,3
1541,3
1542,4
1543,6
1544,0
1545,4
1546,4
1547,6
1548,3
1549,6
1550,6
1551,0
1552,6
1553,3
1554,0
1555,3
1556,3
1557,3
1558,6
1559,3
1560,0
1561,6
1562,4
1563,6
1564,4
1565,4
1566,6
1567,6
1568,0
1569,4
1570,6
1571,0
1572,3
1573,6
1574,5
1575,6
1576,3
1577,0
1578,3
1579,6
1580,3
1581,4
1582,6
1583,3
1584,4
1585,5
1586,6
1587,6
1588,0
1589,6
1590,4
1591,5
1592,5
1593,6
1594,0
1595,5
1596,2
1597,0
1598,2
1599,3
1600,4
1601,6
1602,4
1603,6
1604,5
1605,3
1606,6
1607,6
1608,5
1609,0
1610,2
1611,6
1612,6
1613,2
1614,3
1615,1
1616,3
1617,2
1618,3
1619,1
1620,3
1621,3
1622,3
1623,4
1624,3
1625,5
1626,2
1627,6
1628,2
1629,4
1630,3
1631,6
1632,0
1633,4
1634,3
1635,3
1636,2
1637,6
1638,6
1639,4
1640,4
1641,2
1642,6
1643,3
1644,2
1645,6
1646,6
1647,5
1648,4
1649,6
1650,4
1651,3
1652,2
1653,3
1654,2
1655,3
1656,6
1657,0
1658,6
1659,6
1660,5
1661,1
1662,3
1663,4
1664,3
1665,4
1666,6
1667,0
1668,6
1669,0
1670,4
1671,6
1672,3
1673,6
1674,3
1675,0
1676,0
1677,6
1678,6
1679,5
1680,5
1681,4
1682,5
1683,6
1684,3
1685,5
1686,0
1687,6
1688,4
1689,0
1690,4
1691,0
1692,3
1693,3
1694,4
1695,3
1696,4
1697,1
1698,3
1699,3
1700,0
1701,0
1702,2
1703,0
1704,5
1705,4
1706,3
1707,6
1708,3
1709,3
1710,4
1711,6
1712,0
1713,6
1714,6
1715,5
1716,3
1717,3
1718,6
1719,5
1720,1
1721,2
1722,0
1723,3
1724,4
1725,6
1726,6
1727,4
1728,3
1729,3
1730,4
1731,4
1732,6
1733,6
1734,6
1735,3
1736,6
1737,0
1738,0
1739,0
1740,5
1741,3
1742,6
1743,5
1744,3
1745,5
1746,4
1747,4
1748,2
1749,6
1750,0
1751,0
1752,0
1753,5
1754,0
1755,3
1756,2
1757,2
1758,4
1759,0
1760,2
1761,2
1762,0
1763,4
1764,6
1765,4
1766,6
1767,6
1768,5
1769,2
1770,3
1771,1
1772,2
1773,3
1774,2
1775,3
1776,6
1777,6
1778,0
1779,0
1780,2
1781,2
1782,6
1783,2
1784,2
1785,5
1786,3
1787,5
1788,3
1789,0
1790,3
1791,0
1792,3
1793,4
1794,3
1795,4
1796,4
1797,6
1798,0
1799,5
1800,0
1801,0
1802,6
1803,2
1804,0
1805,2
1806,2
1807,6
1808,3
1809,3
1810,5
1811,4
1812,5
1813,3
1814,6
1815,4
1816,4
1817,4
1818,0
1819,6
1820,2
1821,4
1822,4
1823,3
1824,4
1825,0
1826,6
1827,0
1828,6
1829,5
1830,0
1831,6
1832,4
1833,6
1834,4
1835,4
1836,4
1837,0
1838,4
1839,6
1840,0
1841,2
1842,1
1843,6
1844,6
1845,4
1846,3
1847,4
1848,4
1849,2
1850,4
1851,3
1852,3
1853,6
1854,0
1855,0
1856,2
1857,4
1858,3
1859,5
1860,5
1861,3
1862,4
1863,3
1864,6
1865,5
1866,5
1867,4
1868,6
1869,3
1870,4
1871,2
1872,5
1873,6
1874,3
1875,4
1876,5
1877,3
1878,5
1879,3
1880,6
1881,0
1882,5
1883,5
1884,6
1885,6
1886,2
1887,4
1888,5
1889,5
1890,5
1891,2
1892,6
1893,0
1894,2
1895,3
1896,3
1897,0
1898,2
1899,6
1900,3
1901,2
1902,3
1903,4
1904,5
1905,4
1906,6
1907,6
1908,6
1909,3
1910,6
1911,0
1912,5
1913,4
1914,6
1915,5
1916,6
1917,5
1918,3
1919,0
1920,5
1921,2
1922,5
1923,4
1924,0
1925,4
1926,2
1927,3
1928,3
1929,3
1930,6
1931,1
1932,5
1933,2
1934,2
1935,6
1936,2
1937,6
1938,3
1939,6
1940,2
1941,0
1942,4
1943,3
1944,3
1945,4
1946,6
1947,4
1948,2
1949,6
1950,5
1951,4
1952,6
1953,6
1954,6
1955,3
1956,3
1957,6
1958,6
1959,3
1960,3
1961,5
1962,6
1963,4
1964,2
1965,4
1966,2
1967,3
1968,3
1969,6
1970,3
1971,3
1972,4
1973,2
1974,3
1975,3
1976,6
1977,4
1978,6
1979,4
1980,3
1981,6
1982,0
1983,2
1984,6
1985,3
1986,4
1987,4
1988,0
1989,3
1990,4
1991,6
1992,3
1993,4
1994,6
1995,6
1996,3
1997,2
1998,4
1999,6
2000,6
2001,0
2002,3
2003,6
2004,4
2005,4
2006,5
2007,6
2008,5
2009,5
2010,6
2011,1
2012,3
2013,0
2014,6
2015,2
2016,6
2017,5
2018,5
2019,1
2020,6
2021,2
2022,3
2023,4
2024,4
2025,2
2026,3
2027,0
2028,0
2029,3
2030,5
2031,5
2032,5
2033,3
2034,0
2035,4
2036,2
2037,2
2038,0
2039,2
2040,2
2041,3
2042,0
2043,5
2044,4
2045,0
2046,4
2047,3
2048,4
2049,6
2050,2
2051,0
2052,3
2053,1
2054,6
2055,4
2056,2
2057,3
2058,4
2059,4
2060,3
2061,5
2062,0
2063,3
2064,3
2065,1
2066,0
2067,6
2068,2
2069,3
2070,5
2071,3
2072,3
2073,1
2074,6
2075,0
2076,2
2077,4
2078,0
2079,5
2080,4
2081,0
2082,5
2083,4
2084,5
2085,2
2086,4
2087,3
2088,3
2089,0
2090,4
2091,0
2092,4
2093,3
2094,3
2095,4
2096,3
2097,3
2098,3
2099,3
2100,3
2101,2
2102,6
2103,5
2104,1
2105,2
2106,3
2107,2
2108,4
2109,4
2110,4
2111,2
2112,3
2113,5
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,1
2121,2
2122,3
2123,4
2124,3
2125,6
2126,3
2127,3
2128,3
2129,3
2130,4
2131,4
2132,6
2133,6
2134,3
2135,6
2136,6
2137,3
2138,4
2139,4
2140,3
2141,3
2142,6
2143,3
2144,0
2145,0
2146,3
2147,3
2148,6
2149,2
2150,1
2151,3
2152,6
2153,3
2154,6
2155,4
2156,3
2157,3
2158,5
2159,4
2160,0
2161,6
2162,3
2163,3
2164,0
2165,5
2166,3
2167,3
2168,5
2169,4
2170,6
2171,2
2172,4
2173,3
2174,0
2175,6
2176,6
2177,3
2178,6
2179,0
2180,6
2181,3
2182,2
2183,3
2184,6
2185,5
2186,3
2187,2
2188,0
2189,3
2190,4
2191,5
2192,0
2193,0
2194,3
2195,3
2196,3
2197,6
2198,3
2199,6
2200,3
2201,3
2202,6
2203,4
2204,3
2205,4
2206,6
2207,3
2208,6
2209,3
2210,6
2211,2
2212,3
2213,3
2214,4
2215,6
2216,4
2217,2
2218,6
2219,0
2220,0
2221,5
2222,2
2223,2
2224,6
2225,4
2226,6
2227,5
2228,2
2229,1
2230,3
2231,0
2232,2
2233,2
2234,6
2235,5
2236,3
2237,6
2238,0
2239,2
2240,3
2241,5
2242,4
2243,3
2244,0
2245,6
2246,3
2247,3
2248,0
2249,6
2250,6
2251,6
2252,3
2253,3
2254,3
2255,4
2256,0
2257,3
2258,4
2259,6
2260,4
2261,6
2262,3
2263,5
2264,0
2265,6
2266,3
2267,3
2268,4
2269,4
2270,5
2271,3
2272,0
2273,5
2274,4
2275,6
2276,3
2277,6
2278,3
2279,6
2280,0
2281,5
2282,3
2283,4
2284,3
2285,5
2286,4
2287,3
2288,6
2289,6
2290,6
2291,3
2292,3
2293,3
2294,4
2295,3
2296,2
2297,5
2298,3
2299,6
2300,5
2301,4
2302,6
2303,3
2304,3
2305,0
2306,2
2307,2
2308,4
2309,3
2310,3
2311,6
2312,3
2313,6
2314,3
2315,6
2316,3
2317,4
2318,6
2319,3
2320,0
2321,3
2322,5
2323,0
2324,6
2325,0
2326,3
2327,3
2328,4
2329,5
2330,6
2331,3
2332,4
2333,6
2334,0
2335,3
2336,0
2337,0
2338,4
2339,5
2340,4
2341,6
2342,6
2343,3
2344,3
2345,3
2346,5
2347,2
2348,3
2349,6
2350,5
2351,3
2352,6
2353,3
2354,3
2355,3
2356,2
2357,4
2358,3
2359,4
2360,0
2361,6
2362,6
2363,5
2364,6
2365,6
2366,3
2367,6
2368,3
2369,0
2370,4
2371,2
2372,3
2373,4
2374,4
2375,6
2376,3
2377,3
2378,3
2379,3
2380,0
2381,3
2382,5
2383,5
2384,6
2385,2
2386,3
2387,5
2388,6
2389,5
2390,6
2391,6
2392,2
2393,3
2394,5
2395,6
2396,6
2397,0
2398,3
2399,2
2400,0
2401,4
2402,6
2403,0
2404,3
2405,4
2406,0
2407,2
2408,2
2409,0
2410,3
2411,3
2412,4
2413,3
2414,2
2415,6
2416,3
2417,2
2418,5
2419,4
2420,3
2421,0
2422,2
2423,3
2424,6
2425,5
2426,5
2427,6
2428,3
2429,3
2430,3
2431,6
2432,3
2433,3
2434,2
2435,4
2436,2
2437,3
2438,3
2439,5
2440,3
2441,6
2442,3
2443,0
2444,0
2445,0
2446,6
2447,2
2448,6
2449,2
2450,4
2451,2
2452,3
2453,6
2454,0
2455,5
2456,6
2457,6
2458,0
2459,3
2460,3
2461,4
2462,3
2463,3
2464,6
2465,5
2466,4
2467,4
2468,3
2469,0
2470,3
2471,3
2472,0
2473,5
2474,6
2475,4
2476,2
2477,5
2478,4
2479,5
2480,2
2481,6
2482,2
2483,4
2484,5
2485,4
2486,5
2487,2
2488,1
2489,6
2490,5
2491,5
2492,5
2493,2
2494,3
2495,0
2496,2
2497,2
2498,5
2499,0
2500,3
2501,3
2502,0
2503,6
2504,2
2505,0
2506,3
2507,4
2508,3
2509,4
2510,4
2511,2
2512,4
2513,0
2514,6
2515,5
2516,0
2517,4
2518,5
2519,4
2520,2
2521,4
2522,3
2523,2
2524,0
2525,4
2526,0
2527,0
2528,3
2529,4
2530,2
2531,3
2532,6
2533,3
2534,3
2535,3
2536,2
2537,3
2538,6
2539,0
2540,4
2541,6
2542,3
2543,3
2544,0
2545,0
2546,2
2547,3
2548,3
2549,6
2550,3
2551,4
2552,6
2553,2
2554,6
2555,6
2556,6
2557,4
2558,0
2559,4
2560,6
2561,6
2562,6
2563,3
2564,2
2565,5
2566,3
2567,6
2568,3
2569,4
2570,5
2571,2
2572,0
2573,6
2574,6
2575,0
2576,4
2577,3
2578,2
2579,6
2580,0
2581,6
2582,4
2583,3
2584,3
2585,4
2586,5
2587,3
2588,0
2589,3
2590,3
2591,2
2592,4
2593,3
2594,4
2595,3
2596,5
2597,3
2598,4
2599,0
2600,3
2601,3
2602,2
2603,6
2604,2
2605,6
2606,0
2607,6
2608,3
2609,4
2610,6
2611,4
2612,3
2613,4
2614,1
2615,6
2616,5
2617,6
2618,3
2619,4
2620,6
2621,3
2622,4
2623,2
2624,2
2625,4
2626,3
2627,6
2628,3
2629,6
2630,0
2631,3
2632,5
2633,4
2634,4
2635,2
2636,6
2637,5
2638,3
2639,6
2640,5
2641,3
2642,3
2643,3
2644,5
2645,5
2646,5
2647,4
2648,4
2649,2
2650,3
2651,5
2652,6
2653,3
2654,4
2655,3
2656,5
2657,6
2658,3
2659,4
2660,1
2661,6
2662,3
2663,6
2664,6
2665,6
2666,3
2667,6
2668,3
2669,3
2670,2
2671,4
2672,4
2673,6
2674,6
2675,4
2676,3
2677,3
2678,2
2679,6
2680,0
2681,3
2682,4
2683,5
2684,5
2685,4
2686,4
2687,4
2688,6
2689,6
2690,2
2691,3
2692,2
2693,4
2694,3
2695,2
2696,2
2697,5
2698,4
2699,4
2700,0
2701,4
2702,3
2703,4
2704,6
2705,3
2706,6
2707,6
2708,6
2709,4
2710,2
2711,3
2712,3
2713,4
2714,3
2715,5
2716,4
2717,6
2718,2
2719,0
2720,2
2721,0
2722,2
2723,0
2724,6
2725,5
2726,3
2727,6
2728,6
2729,6
2730,3
2731,3
2732,3
2733,4
2734,0
2735,6
2736,6
2737,6
2738,6
2739,1
2740,5
2741,6
2742,0
2743,5
2744,3
2745,3
2746,4
2747,3
2748,3
2749,3
2750,3
2751,6
2752,4
2753,6
2754,3
2755,5
2756,5
2757,4
2758,6
2759,4
2760,0
2761,6
2762,4
2763,6
2764,3
2765,5
2766,3
2767,2
2768,6
2769,0
2770,2
2771,5
2772,4
2773,4
2774,3
2775,6
2776,6
2777,0
2778,0
2779,6
2780,2
2781,0
2782,6
2783,0
2784,2
2785,5
2786,0
2787,6
2788,5
2789,0
2790,2
2791,4
2792,0
2793,3
2794,6
2795,4
2796,5
2797,0
2798,6
2799,6
2800,4
2801,5
2802,6
2803,4
2804,5
2805,5
2806,3
2807,6
2808,6
2809,5
2810,2
2811,6
2812,5
2813,4
2814,6
2815,5
2816,3
2817,6
2818,4
2819,4
2820,2
2821,6
2822,3
2823,3
2824,3
2825,5
2826,4
2827,2
2828,2
2829,6
2830,0
2831,2
2832,3
2833,6
2834,3
2835,0
2836,4
2837,5
2838,0
2839,4
2840,4
2841,3
2842,5
2843,3
2844,6
2845,5
2846,3
2847,4
2848,5
2849,3
2850,3
2851,5
2852,2
2853,6
2854,2
2855,5
2856,0
2857,4
2858,2
2859,2
2860,1
2861,2
2862,5
2863,3
2864,3
2865,3
2866,3
2867,4
2868,6
2869,3
2870,4
2871,2
2872,4
2873,0
2874,6
2875,4
2876,2
2877,6
2878,0
2879,5
2880,2
2881,0
2882,5
2883,6
2884,6
2885,2
2886,5
2887,0
2888,6
2889,3
2890,3
2891,2
2892,3
2893,4
2894,3
2895,0
2896,1
2897,6
2898,3
2899,2
2900,6
2901,6
2902,6
2903,0
2904,5
2905,0
2906,4
2907,4
2908,0
2909,3
2910,2
2911,6
2912,4
2913,6
2914,3
2915,6
2916,4
2917,5
2918,2
2919,3
2920,3
2921,3
2922,6
2923,2
2924,5
2925,5
2926,4
2927,6
2928,3
2929,3
2930,4
2931,5
2932,2
2933,3
2934,4
2935,4
2936,3
2937,3
2938,4
2939,6
2940,0
2941,6
2942,6
2943,0
2944,0
2945,4
2946,4
2947,4
2948,4
2949,6
2950,3
2951,3
2952,6
2953,5
2954,5
2955,4
2956,5
2957,3
2958,4
2959,5
2960,3
2961,0
2962,0
2963,5
2964,2
2965,0
2966,3
2967,3
2968,4
2969,6
2970,5
2971,3
2972,6
2973,2
2974,3
2975,3
2976,2
2977,6
2978,5
2979,3
2980,4
2981,3
2982,2
2983,3
2984,0
2985,4
2986,0
2987,6
2988,4
2989,3
2990,5
2991,5
2992,4
2993,6
2994,4
2995,0
2996,6
2997,6
